seq,stamp,frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,hdop,gngga_read,fix_quality
477,1707497593.0,GPS1_Frame,42.33823872833333,-71.08650788,23.179,328114.90595631406,4689439.97097327,19,T,0.8,"$GNGGA,165313.00,4220.2943237,N,07105.1904728,W,5,18,0.8,23.179,M,-28.725,M,2.0,0061*58",0
478,1707497594.0,GPS1_Frame,42.338238718333336,-71.08650790666667,23.183,328114.90373219387,4689439.9699167535,19,T,0.8,"$GNGGA,165314.00,4220.2943231,N,07105.1904744,W,5,18,0.8,23.183,M,-28.725,M,1.0,0061*55",0
479,1707497595.0,GPS1_Frame,42.33823871333333,-71.08650791833334,23.184,328114.90275743906,4689439.969385125,19,T,0.8,"$GNGGA,165315.00,4220.2943228,N,07105.1904751,W,5,18,0.8,23.184,M,-28.725,M,2.0,0061*5C",0
480,1707497596.0,GPS1_Frame,42.338238708333336,-71.086507915,23.184,328114.9030184238,4689439.968823175,19,T,0.8,"$GNGGA,165316.00,4220.2943225,N,07105.1904749,W,5,18,0.8,23.184,M,-28.725,M,1.0,0061*58",0
481,1707497597.0,GPS1_Frame,42.338238735,-71.08650794666667,23.182,328114.9004822952,4689439.971848318,19,T,0.8,"$GNGGA,165317.00,4220.2943241,N,07105.1904768,W,5,18,0.8,23.182,M,-28.725,M,1.0,0061*5E",0
482,1707497598.0,GPS1_Frame,42.33823874666667,-71.08650800166667,23.178,328114.8959830334,4689439.9732549945,19,T,0.8,"$GNGGA,165318.00,4220.2943248,N,07105.1904801,W,5,18,0.8,23.178,M,-28.725,M,2.0,0061*5E",0
483,1707497599.0,GPS1_Frame,42.338238725,-71.08650801833333,23.176,328114.894550952,4689439.970882767,19,T,0.8,"$GNGGA,165319.00,4220.2943235,N,07105.1904811,W,5,18,0.8,23.176,M,-28.725,M,1.0,0061*59",0
484,1707497600.0,GPS1_Frame,42.338238705,-71.08650804,23.169,328114.89271149936,4689439.968705718,19,T,0.8,"$GNGGA,165320.00,4220.2943223,N,07105.1904824,W,5,18,0.8,23.169,M,-28.725,M,2.0,0061*5F",0
485,1707497601.0,GPS1_Frame,42.338238671666666,-71.08650804333334,23.17,328114.89234606305,4689439.965011044,19,T,0.8,"$GNGGA,165321.00,4220.2943203,N,07105.1904826,W,5,18,0.8,23.170,M,-28.725,M,1.0,0061*55",0
486,1707497602.0,GPS1_Frame,42.338238653333335,-71.086508055,23.172,328114.8913349807,4689439.962998851,19,T,0.8,"$GNGGA,165322.00,4220.2943192,N,07105.1904833,W,5,18,0.8,23.172,M,-28.725,M,1.0,0061*5B",0
