seq,stamp,elapsed_time,yaw,pitch,roll,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1486,1710361920.0785015,34.951677560806274,-12.972,9.988,-23.404,-0.3369,-0.0803,0.2451,1.57,1.336,-9.971,0.091173,0.260864,-0.301619
1487,1710361920.1034825,34.97665858268738,-13.588,10.065,-23.414,-0.3361,-0.0843,0.2452,0.83,1.689,-10.019,0.04515,0.170868,-0.395792
1488,1710361920.1288295,35.0020055770874,-14.144,10.079,-23.451,-0.3388,-0.0803,0.2406,0.372,1.755,-10.762,0.057429,0.164432,-0.308618
1489,1710361920.1535661,35.02674221992493,-14.584,10.142,-23.351,-0.3388,-0.0832,0.2395,-0.141,0.961,-11.015,0.162481,0.148783,-0.232378
1490,1710361920.1784859,35.0516619682312,-15.006,10.128,-23.126,-0.3386,-0.0684,0.2404,-0.367,-0.057,-11.385,0.213962,0.064513,-0.314711
1491,1710361920.2034166,35.076592683792114,-15.565,9.896,-22.957,-0.3379,-0.0862,0.2407,-0.574,0.126,-11.796,0.154626,-0.031659,-0.479707
1492,1710361920.2286725,35.10184860229492,-16.22,9.553,-22.943,-0.3371,-0.0892,0.2397,-0.831,1.578,-11.87,0.035303,-0.040604,-0.487857
1493,1710361920.2535126,35.126688718795776,-16.763,9.375,-23.035,-0.3378,-0.0763,0.2373,-0.28,1.211,-11.14,-0.020112,0.086394,-0.348792
1494,1710361920.278376,35.15155220031738,-17.286,9.361,-23.141,-0.3399,-0.0911,0.2395,0.244,0.358,-9.916,-0.02799,0.147932,-0.36055
1495,1710361920.303807,35.17698311805725,-17.908,9.295,-23.322,-0.34,-0.0971,0.2363,0.014,0.814,-8.709,-0.078784,0.092519,-0.433063
1496,1710361920.3283548,35.20153093338013,-18.448,9.127,-23.526,-0.3391,-0.0981,0.2386,-0.064,1.603,-8.715,-0.066697,0.024611,-0.329641
1497,1710361920.35335,35.2265260219574,-18.801,8.984,-23.615,-0.3399,-0.0961,0.2363,0.276,0.853,-8.771,-0.009842,-0.016838,-0.244789
1498,1710361920.378391,35.251567125320435,-19.18,8.718,-23.67,-0.3389,-0.0872,0.2363,0.501,0.449,-8.918,0.008646,-0.10383,-0.373749
1499,1710361920.403299,35.27647519111633,-19.61,8.307,-23.723,-0.3383,-0.107,0.2376,0.223,1.815,-9.543,0.004245,-0.15189,-0.362933
1500,1710361920.4286375,35.30181360244751,-19.854,7.984,-23.739,-0.3354,-0.1021,0.2367,0.105,2.777,-9.574,0.007676,-0.127831,-0.144812
1501,1710361920.453297,35.326472997665405,-19.831,7.805,-23.717,-0.3354,-0.1021,0.241,0.771,2.075,-9.473,0.009188,-0.11713,0.010498
1502,1710361920.478291,35.35146713256836,-19.723,7.679,-23.698,-0.3327,-0.1042,0.2434,1.233,1.687,-9.595,-0.00776,-0.097679,0.047025
1503,1710361920.5035486,35.37672472000122,-19.617,7.594,-23.751,-0.3334,-0.0913,0.2388,1.273,1.608,-9.269,-0.08435,-0.079875,0.038146
1504,1710361920.5285358,35.40171194076538,-19.488,7.503,-23.938,-0.3317,-0.0993,0.2391,1.112,1.802,-8.971,-0.164164,-0.096036,0.072882
1505,1710361920.553666,35.426842212677,-19.3,7.43,-24.113,-0.3353,-0.0972,0.2421,0.821,2.159,-8.957,-0.125313,-0.10243,0.120214
1506,1710361920.5782907,35.45146679878235,-18.985,7.417,-24.2,-0.3335,-0.0953,0.2433,0.653,1.998,-9.089,-0.06696,-0.100789,0.241103
1507,1710361920.6032143,35.47639036178589,-18.533,7.41,-24.223,-0.3353,-0.0912,0.242,0.704,1.7,-9.26,-0.060846,-0.145399,0.311656
1508,1710361920.6281672,35.50134325027466,-17.989,7.401,-24.224,-0.3353,-0.0932,0.242,0.913,1.289,-9.512,-0.044797,-0.169634,0.347114
1509,1710361920.6532824,35.526458501815796,-17.428,7.391,-24.223,-0.3352,-0.0893,0.2464,1.102,1.011,-9.945,-0.051566,-0.159731,0.349037
1510,1710361920.6800714,35.55324745178223,-16.893,7.404,-24.233,-0.3333,-0.0863,0.2443,1.09,1.213,-10.335,-0.075057,-0.132617,0.344521
1511,1710361920.7035341,35.57671022415161,-16.374,7.479,-24.307,-0.3303,-0.0706,0.2421,1.262,0.804,-10.101,-0.113033,-0.08861,0.331201
1512,1710361920.728576,35.601752042770386,-15.877,7.585,-24.396,-0.3323,-0.0814,0.2432,1.326,1.198,-10.008,-0.094997,-0.055555,0.358334
1513,1710361920.7533052,35.62648129463196,-15.338,7.773,-24.434,-0.3341,-0.0794,0.2441,1.175,1.332,-10.018,-0.069974,-0.016763,0.419268
1514,1710361920.7782102,35.65138626098633,-14.761,8.014,-24.422,-0.3312,-0.0656,0.2464,1.398,0.089,-10.129,-0.040514,-0.013503,0.408919
1515,1710361920.8030787,35.676254749298096,-14.338,8.146,-24.434,-0.3331,-0.0745,0.243,1.142,0.111,-10.084,-0.071911,-0.070185,0.235515
1516,1710361920.828866,35.70204210281372,-13.994,8.174,-24.47,-0.335,-0.0724,0.2462,0.642,0.723,-10.554,-0.033556,-0.072522,0.225379
1517,1710361920.8533053,35.726481437683105,-13.672,8.172,-24.386,-0.334,-0.0665,0.2484,0.1,0.801,-10.982,0.050761,-0.110319,0.190581
1518,1710361920.8780653,35.75124144554138,-13.362,8.112,-24.244,-0.3339,-0.0645,0.2429,-0.106,0.504,-11.63,0.065828,-0.125738,0.157335
1519,1710361920.9030318,35.77620792388916,-13.161,8.026,-24.132,-0.3321,-0.0636,0.2496,-0.296,0.544,-11.304,0.057627,-0.110161,0.069366
1520,1710361920.9289262,35.8021023273468,-13.047,7.869,-24.043,-0.33,-0.0537,0.2463,-0.427,1.051,-11.124,0.048832,-0.14257,0.020826
1521,1710361920.9531224,35.8262984752655,-12.904,7.75,-23.93,-0.3283,-0.0597,0.2487,-0.317,1.65,-10.647,0.076519,-0.099589,0.09504
1522,1710361920.9787655,35.85194158554077,-12.586,7.761,-23.749,-0.3319,-0.0527,0.2505,0.243,1.545,-10.266,0.119075,-0.058073,0.271363
1523,1710361921.0038145,35.87699055671692,-12.245,7.887,-23.525,-0.3338,-0.0537,0.2504,1.058,0.547,-9.731,0.101974,0.003428,0.206881
1524,1710361921.028783,35.90195918083191,-12.107,7.974,-23.393,-0.3309,-0.0508,0.2528,0.848,0.883,-8.996,0.053884,0.024011,0.050616
1525,1710361921.0528836,35.92605972290039,-12.178,7.965,-23.377,-0.3328,-0.0537,0.2505,0.219,1.612,-8.565,-0.002857,-0.000783,-0.088743
1526,1710361921.079457,35.95263314247131,-12.297,7.89,-23.413,-0.3309,-0.0468,0.2505,-0.397,2.126,-8.878,-0.013229,-0.021678,-0.089664
1527,1710361921.103644,35.97681999206543,-12.424,7.79,-23.432,-0.3337,-0.0507,0.2482,-0.808,2.15,-9.039,-0.009242,-0.050849,-0.126789
1528,1710361921.1287792,36.00195527076721,-12.549,7.56,-23.479,-0.3337,-0.0507,0.2504,-1.066,2.052,-9.566,-0.029902,-0.150448,-0.160366
1529,1710361921.1528602,36.02603626251221,-12.627,7.277,-23.54,-0.3319,-0.0527,0.2407,-0.975,2.423,-9.963,-0.042946,-0.174273,-0.090038
1530,1710361921.1787066,36.05188274383545,-12.574,7.05,-23.607,-0.3291,-0.0538,0.2452,-0.219,1.804,-10.298,-0.061514,-0.148583,-0.00349
1531,1710361921.2036972,36.07687330245972,-12.498,6.879,-23.69,-0.3282,-0.0548,0.2563,0.087,1.493,-10.061,-0.06927,-0.12311,-0.00021
1532,1710361921.2297194,36.10289549827576,-12.385,6.745,-23.773,-0.3272,-0.0459,0.2519,0.204,1.882,-9.613,-0.071761,-0.118644,0.064153
1533,1710361921.2540128,36.12718892097473,-12.162,6.647,-23.841,-0.3263,-0.0499,0.2531,0.725,1.546,-9.671,-0.07275,-0.125558,0.132837
1534,1710361921.2801359,36.15331196784973,-11.974,6.576,-23.915,-0.3263,-0.0479,0.2574,1.137,0.677,-9.657,-0.04694,-0.073355,0.053528
1535,1710361921.3040757,36.1772518157959,-12.018,6.412,-23.981,-0.3254,-0.0499,0.2575,0.633,1.266,-9.471,-0.053081,-0.113715,-0.149083
1536,1710361921.3286788,36.201854944229126,-12.161,6.159,-24.082,-0.3253,-0.0479,0.2553,-0.075,2.802,-9.976,-0.067513,-0.107992,-0.129684
1537,1710361921.3539834,36.22715950012207,-12.17,6.031,-24.164,-0.3226,-0.049,0.2544,-0.13,2.691,-10.003,-0.052882,-0.060218,0.008166
1538,1710361921.3796673,36.252843379974365,-12.053,6.041,-24.213,-0.3236,-0.0519,0.2576,0.085,1.842,-10.082,-0.050075,-0.007134,0.111624
1539,1710361921.4036093,36.276785373687744,-11.975,6.063,-24.226,-0.3244,-0.0489,0.2586,0.448,0.899,-10.025,0.008794,-0.002437,0.004169
1540,1710361921.42859,36.30176615715027,-12.025,6.013,-24.236,-0.3253,-0.043,0.2585,0.712,1.258,-9.978,-0.016809,-0.018894,-0.065253
1541,1710361921.4535027,36.32667875289917,-12.123,5.983,-24.247,-0.3233,-0.0341,0.2531,0.937,1.692,-9.82,0.003204,0.023657,-0.063781
1542,1710361921.4785705,36.351746559143066,-12.196,6.043,-24.229,-0.3253,-0.045,0.2563,1.17,1.267,-9.684,0.028134,0.08143,-0.026459
1543,1710361921.5038033,36.3769793510437,-12.358,6.1,-24.216,-0.3245,-0.0529,0.2598,1.263,0.967,-9.338,0.003753,0.074913,-0.137417
1544,1710361921.5285208,36.4016969203949,-12.621,6.074,-24.256,-0.329,-0.0439,0.2528,0.779,2.145,-9.186,-0.021493,0.04146,-0.173025
1545,1710361921.5536578,36.42683386802673,-12.79,6.053,-24.268,-0.3282,-0.0508,0.254,0.55,2.682,-9.447,0.024298,0.040941,-0.063985
1546,1710361921.5785155,36.45169162750244,-12.817,6.117,-24.198,-0.329,-0.0478,0.254,0.555,2.366,-9.554,0.06556,0.045899,0.035914
1547,1710361921.6034358,36.476611852645874,-12.779,6.164,-24.08,-0.3308,-0.0418,0.2571,0.527,1.676,-9.793,0.085934,-0.002978,0.017214
1548,1710361921.6284893,36.501665353775024,-12.783,6.126,-23.942,-0.3271,-0.0419,0.2529,0.356,1.823,-10.112,0.092078,-0.027302,-0.022983
1549,1710361921.6535997,36.52677583694458,-12.774,6.037,-23.82,-0.329,-0.0419,0.2561,0.091,2.261,-10.154,0.089008,-0.075347,0.004353
1550,1710361921.678499,36.55167508125305,-12.626,5.973,-23.683,-0.3253,-0.044,0.2454,0.093,2.368,-10.125,0.071131,-0.087933,0.128875
1551,1710361921.7036853,36.57686138153076,-12.351,5.926,-23.547,-0.3243,-0.039,0.2585,0.368,1.625,-10.111,0.080218,-0.114872,0.165118
1552,1710361921.7284627,36.60163879394531,-12.111,5.843,-23.371,-0.3242,-0.0361,0.2596,0.486,1.336,-9.93,0.118016,-0.128318,0.097144
1553,1710361921.7533572,36.6265332698822,-11.972,5.682,-23.158,-0.3261,-0.036,0.2584,0.437,1.988,-10.244,0.134747,-0.133848,0.031996
1554,1710361921.7783237,36.65149974822998,-11.8,5.578,-22.969,-0.3251,-0.0291,0.2595,0.397,2.503,-10.275,0.100636,-0.094605,0.126225
1555,1710361921.8036134,36.67678952217102,-11.507,5.608,-22.804,-0.3251,-0.0291,0.2595,0.421,2.407,-10.293,0.096403,-0.04244,0.23936
1556,1710361921.8284712,36.70164728164673,-11.11,5.774,-22.631,-0.3231,-0.0242,0.2595,0.504,2.147,-10.635,0.084389,0.036888,0.333798
1557,1710361921.8532279,36.7264039516449,-10.651,6.089,-22.464,-0.3259,-0.0222,0.2549,0.673,1.429,-10.45,0.078421,0.111395,0.393944
1558,1710361921.8783236,36.75149965286255,-10.289,6.413,-22.357,-0.3255,0.0036,0.2514,0.712,0.741,-9.748,0.010626,0.088409,0.25802
1559,1710361921.9032774,36.776453495025635,-10.056,6.6,-22.363,-0.3257,-0.0123,0.2548,0.403,1.058,-9.836,-0.034535,0.046962,0.171008
1560,1710361921.9283082,36.80148434638977,-9.88,6.731,-22.4,-0.3266,-0.0122,0.2559,-0.092,1.79,-9.692,-0.039409,0.03433,0.158443
1561,1710361921.9532175,36.826393604278564,-9.585,6.911,-22.412,-0.3256,-0.0024,0.2536,-0.252,2.362,-10.006,-0.032014,0.053591,0.301247
1562,1710361921.9784064,36.851582527160645,-9.123,7.231,-22.392,-0.3283,0.0007,0.2534,0.035,1.685,-10.107,-0.023963,0.113404,0.407518
1563,1710361922.0032399,36.876415967941284,-8.715,7.58,-22.385,-0.3262,0.0145,0.2479,0.099,1.093,-9.294,-0.048341,0.088055,0.303153
1564,1710361922.0288994,36.90207552909851,-8.395,7.799,-22.459,-0.3272,0.0135,0.2467,-0.274,1.868,-9.28,-0.107125,0.036176,0.262617
1565,1710361922.05347,36.9266459941864,-7.927,8.017,-22.572,-0.3273,0.0056,0.2534,-0.568,2.184,-9.2,-0.132675,0.005453,0.430017
1566,1710361922.0782177,36.951393842697144,-7.221,8.275,-22.63,-0.329,0.0166,0.2466,-0.193,1.366,-9.208,-0.086076,-0.032557,0.562935
1567,1710361922.1032968,36.97647285461426,-6.478,8.477,-22.586,-0.3282,0.0086,0.25,0.292,0.599,-9.156,-0.037751,-0.10551,0.492215
1568,1710361922.1282005,37.00137662887573,-5.795,8.522,-22.512,-0.3263,0.0125,0.2523,0.543,0.833,-9.592,-0.00437,-0.170782,0.426459
1569,1710361922.1533566,37.0265326499939,-5.129,8.509,-22.423,-0.3243,0.0194,0.2567,0.496,1.642,-9.923,-0.018279,-0.189514,0.441255
